"Label","URL"," Label Weight","Esemble Weight","ML Weight"
"final goat","http://getraenke-geissel.de/pdf.php?q=ebook-studies-in-the-philosophy-of-kierkegaard-1976/","1","1","1"
"overall model selection","http://docplayer.net/56041047-Package-cvst-august-29-2016.html","2","8","46"
"random sample","https://medium.com/ml-research-lab/bagging-ensemble-meta-algorithm-for-reducing-variance-c98fffa5489f","2","55","10"
"random sample","https://towardsdatascience.com/random-forest-and-its-implementation-71824ced454f","2","29","18"
"random sample","https://towardsdatascience.com/decision-tree-ensembles-bagging-and-boosting-266a8ba60fd9","2","19","11"
"random sample","https://en.wikipedia.org/wiki/Random_forest","1","12","27"
"real world situations","https://ieeexplore.ieee.org/document/7340924/","2","17","5"
"decision boundary","https://stackoverflow.com/questions/55675917/how-is-decision-boundary-for-ensemble-methods-decision-tree-generated-in-machine","6","18","6"
"decision boundary","http://www.scholarpedia.org/article/Ensemble_learning","5","91","9"
"decision boundary","https://stxnext.com/blog/2018/09/04/machine-learning-ensemble-models-python/","4","34","17"
"decision boundary","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","2","91","26"
"decision boundary","http://scikit-learn.org/stable/modules/ensemble.html","1","281","8"
"decision boundary","https://dzone.com/articles/ensemble-learning-to-improve-machine-learning-resu","1","67","29"
"suitable combinations","http://www.wseas.us/e-library/conferences/athens2004/papers/487-656.rtf","1","2","25"
"suitable combinations","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4342225/","1","2","8"
"individual predictions","https://towardsdatascience.com/ensemble-learning-and-model-interpretability-a-case-study-95141d75a96c","4","36","19"
"individual predictions","https://medium.com/datadriveninvestor/ensemble-strategy-in-machine-learning-to-surpass-any-single-model-a75a92c3f1f0","2","27","16"
"individual predictions","http://scikit-learn.org/stable/modules/ensemble.html","1","281","8"
"individual predictions","https://www.kdnuggets.com/2019/01/ensemble-learning-5-main-approaches.html","1","34","22"
"individual predictions","https://link.springer.com/10.1007%2F978-0-387-30164-8_252","1","21","12"
"size use","http://www.authorstream.com/Presentation/KaganLean-1488291-ensemble-learning-wisdom-crowds-machines/","1","130","21"
"classification system","https://link.springer.com/chapter/10.1007/978-3-662-45049-9_39","12","17","1"
"classification system","https://www.mendeley.com/catalogue/ensemble-classification-system-twitter-sentiment-analysis/","10","26","4"
"classification system","https://ieeexplore.ieee.org/document/5608830","3","10","3"
"classification system","https://medium.com/@saugata.paul1010/ensemble-learning-bagging-boosting-stacking-and-cascading-classifiers-in-machine-learning-9c66cb271674","2","89","41"
"classification system","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"classification system","https://link.springer.com/article/10.1007/s10489-009-0194-7","1","27","4"
"ensemble learning","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","29","120","21"
"ensemble learning","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","21","91","26"
"ensemble learning","https://en.wikipedia.org/wiki/Ensemble_learning","20","110","42"
"ensemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_theory","20","110","42"
"ensemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_size","20","110","42"
"ensemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Implementations_in_statistics_packages","20","110","42"
"ensemble learning","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_learning_applications","20","110","42"
"ensemble learning","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","16","96","17"
"ensemble learning","http://www.scholarpedia.org/article/Ensemble_learning","12","91","9"
"ensemble learning","https://www.kdnuggets.com/2019/01/ensemble-learning-5-main-approaches.html?sa=X&ved=2ahUKEwiZnMOu38bmAhURK6YKHaNaCAAQ9QF6BAgLEAI","11","34","22"
"diverse ensemble creation","https://tdl-ir.tdl.org/handle/2152/2295","2","12","3"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning","9","110","42"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_theory","9","110","42"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_size","9","110","42"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning#Common_types_of_ensembles","9","110","42"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_learning_applications","9","110","42"
"training data","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","8","96","17"
"training data","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","4","158","25"
"training data","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","4","91","26"
"subset database","http://docplayer.net/154870431-Less-data-delivers-higher-search-effectiveness-for-keyword-queries.html","2","21","39"
"bootstrap sample","https://www.quora.com/What-is-the-difference-between-bagging-and-bootstrapping-in-ML-statistics","9","16","25"
"bootstrap sample","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","6","120","21"
"bootstrap sample","https://www.coursera.org/lecture/machine-learning-applications-big-data/bootstrap-bagging-dv4Oi","4","33","70"
"bootstrap sample","https://nititek.wordpress.com/2013/12/10/bootstrapping/","4","11","4"
"bootstrap sample","https://en.wikipedia.org/wiki/Bootstrap_aggregating","1","9","21"
"bootstrap sample","https://en.wikipedia.org/wiki/Bootstrap_aggregating#Description_of_the_technique","1","9","21"
"bootstrap sample","https://en.wikipedia.org/wiki/Bootstrap_aggregating#Example:_Ozone_data","1","9","21"
"bootstrap sample","https://bradleyboehmke.github.io/HOML/bagging.html","1","10","15"
"combining","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","10","120","21"
"combining","https://blog.statsbot.co/ensemble-learning-d1dcd548e936?sa=X&ved=2ahUKEwi2mbzw38bmAhW6yYsBHdeRB6kQ9QF6BAgLEAI","9","91","26"
"combining","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","9","91","26"
"combining","https://www.datacamp.com/community/tutorials/ensemble-learning-python","6","144","27"
"combining","https://en.wikipedia.org/wiki/Ensemble_learning","6","110","42"
"combining","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","5","158","25"
"combining","https://www.kdnuggets.com/2019/09/ensemble-learning.html","3","54","18"
"combining","https://towardsdatascience.com/two-is-better-than-one-ensembling-models-611ee4fa9bd8","2","22","5"
"confidence estimations","https://e-nns.org/icann2017/index.php/conference-programme/special-sessions/","1","1","8"
"informative subset","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"informative subset","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4664402/","1","58","25"
"informative subset","https://www.analyticsvidhya.com/blog/2016/09/40-interview-questions-asked-at-startups-in-machine-learning-data-science/","1","3","62"
"informative subset","https://www.dataversity.net/data-dimensionality-reduction-in-the-age-of-machine-learning/","1","4","17"
"separate subsets","https://stats.stackexchange.com/questions/399848/multi-view-survival-analysis","3","16","4"
"separate subsets","https://dev.to/swyx/supervised-learning-ensemble-learning-lim","1","44","4"
"separate subsets","https://www.verypossible.com/blog/machine-learning-algorithms-decision-trees","1","2","23"
"separate subsets","https://raypeng.github.io/DGBDT/proposal.html","1","5","2"
"decision trees","https://medium.com/@ml.at.berkeley/machine-learning-crash-course-part-5-decision-trees-and-ensemble-models-dcc5a36af8cd","85","60","24"
"decision trees","https://towardsdatascience.com/ensemble-methods-in-machine-learning-what-are-they-and-why-use-them-68ec3f9fef5f?sa=X&ved=2ahUKEwjuvebx4sbmAhWbKqYKHcM6C14Q9QF6BAgLEAI","18","47","22"
"decision trees","https://towardsdatascience.com/ensemble-methods-in-machine-learning-what-are-they-and-why-use-them-68ec3f9fef5f","18","47","22"
"decision trees","http://scikit-learn.org/stable/modules/ensemble.html","13","281","8"
"decision trees","https://towardsdatascience.com/decision-tree-ensembles-bagging-and-boosting-266a8ba60fd9","10","19","11"
"decision trees","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","7","158","25"
"decision trees","https://en.wikipedia.org/wiki/Ensemble_learning","7","110","42"
"decision trees","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","2","91","26"
"certain problems","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-5-136","7","63","22"
"certain problems","http://www.d.umn.edu/~rmaclin/cs8751/Notes/Ensemble.ppt","4","43","2"
"certain problems","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"learning refers","https://www.semanticscholar.org/paper/e2390a7ff3def4d4eb38f471f1b9ec2db7e7f62e?p2df","6","45","1"
"learning refers","http://queirozf.com/entries/a-quick-summary-of-ensemble-learning-strategies","3","19","2"
"learning refers","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"learning refers","http://www.sthda.com/english/articles/35-statistical-machine-learning-essentials/","1","2","22"
"artificial examples","http://www.cs.utsa.edu/~jruan/teaching/CS6243_spring_2012/ensembles.ppt","9","147","29"
"artificial examples","https://www.slideshare.net/liorrokach/ensemble-learning-the-wisdom-of-crowds-of-machines","3","484","9"
"creates replicas","http://citeseerx.ist.psu.edu/oai2?verb=ListRecords&resumptionToken=10.1.1.1.8654-3766012-6500-oai_dc","1","7","5"
"creates replicas","http://citeseerx.ist.psu.edu/oai2?verb=ListRecords&resumptionToken=10.1.1.148.4675-3766012-420000-oai_dc","1","2","6"
"creates replicas","http://drrajivdesaimd.com/2016/07/19/internet-of-things-iot/","1","1","4"
"sample distributions","https://www.semanticscholar.org/paper/Ensemble-predictions-%3A-empirical-studies-on-and-Liang/df8c4b04ad34c3ba09e19cbf1a79f375e7c4b4c7","11","95","10"
"sample distributions","https://opus.lib.uts.edu.au/handle/10453/28019","6","18","6"
"sample distributions","https://ieeexplore.ieee.org/document/6384531","2","13","1"
"consecutive classifier","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"c2 disagree","https://analyticsindiamag.com/primer-ensemble-learning-bagging-boosting/","3","92","13"
"c2 disagree","https://www.quora.com/Whats-the-difference-between-boosting-and-bagging","2","35","27"
"c2 disagree","https://pt.slideshare.net/OmkarRane15/machine-learning-ensemble-learning","1","158","37"
"c2 disagree","http://www.machineintellegence.com/imbalanced-data-set-for-classification/","1","10","9"
