"Label","URL"," Label Weight","Esemble Weight","ML Weight"
"different bootstrap samples","https://www.kaggle.com/kashnitsky/topic-5-ensembles-part-1-bagging","2","18","6"
"different bootstrap samples","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2933716/","1","76","6"
"different bootstrap samples","https://www.statworx.com/ch/blog/ensemble-methods-in-machine-learning-bagging-subagging/","1","19","16"
"different bootstrap samples","https://mlcourse.ai/articles/topic5-part1-bagging/","1","9","3"
"different bootstrap samples","https://link.springer.com/10.1007/978-1-4419-9863-7_602","1","9","1"
"different classifiers","https://medium.com/@saugata.paul1010/ensemble-learning-bagging-boosting-stacking-and-cascading-classifiers-in-machine-learning-9c66cb271674","16","89","41"
"different classifiers","http://www.scholarpedia.org/article/Ensemble_learning","4","91","9"
"different classifiers","https://becominghuman.ai/ensemble-learning-bagging-and-boosting-d20f38be9b1e","2","52","16"
"different classifiers","https://web.njit.edu/~avp38/projects/multi_projects/ensemble.html","1","5","2"
"bootstrap sample","https://www.quora.com/What-is-the-difference-between-bagging-and-bootstrapping-in-ML-statistics","9","20","22"
"bootstrap sample","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","6","120","21"
"bootstrap sample","https://www.coursera.org/lecture/machine-learning-applications-big-data/bootstrap-bagging-dv4Oi","4","33","70"
"bootstrap sample","https://nititek.wordpress.com/2013/12/10/bootstrapping/","4","11","4"
"bootstrap sample","https://en.wikipedia.org/wiki/Bootstrap_aggregating","1","9","21"
"bootstrap sample","https://en.wikipedia.org/wiki/Bootstrap_aggregating#Description_of_the_technique","1","9","21"
"bootstrap sample","https://en.wikipedia.org/wiki/Bootstrap_aggregating#Example:_Ozone_data","1","9","21"
"bootstrap sample","https://bradleyboehmke.github.io/HOML/bagging.html","1","10","15"
"random sample","https://medium.com/ml-research-lab/bagging-ensemble-meta-algorithm-for-reducing-variance-c98fffa5489f","2","55","10"
"random sample","https://towardsdatascience.com/random-forest-and-its-implementation-71824ced454f","2","29","18"
"random sample","https://towardsdatascience.com/decision-tree-ensembles-bagging-and-boosting-266a8ba60fd9","2","19","11"
"random sample","https://en.wikipedia.org/wiki/Random_forest","1","12","27"
"decision boundary","https://stackoverflow.com/questions/55675917/how-is-decision-boundary-for-ensemble-methods-decision-tree-generated-in-machine","6","18","6"
"decision boundary","http://www.scholarpedia.org/article/Ensemble_learning","5","91","9"
"decision boundary","https://stxnext.com/blog/2018/09/04/machine-learning-ensemble-models-python/","4","34","17"
"decision boundary","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","2","91","26"
"decision boundary","http://scikit-learn.org/stable/modules/ensemble.html","1","281","8"
"decision boundary","https://dzone.com/articles/ensemble-learning-to-improve-machine-learning-resu","1","67","29"
"certain problems","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-5-136","7","63","22"
"certain problems","http://www.d.umn.edu/~rmaclin/cs8751/Notes/Ensemble.ppt","4","43","2"
"certain problems","https://towardsdatascience.com/automl-a-tool-to-improve-your-workflow-1a132248371f","2","15","25"
"certain problems","https://www.researchgate.net/publication/281511022_Software_defect_prediction_based_on_classifiers_ensemble","1","231","76"
"certain problems","https://www.scirp.org/html/3-1730321_65014.htm","1","135","21"
"certain problems","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"classification system","https://www.researchgate.net/publication/220580178_Ensemble_Machine_Learning","6","315","77"
"classification system","https://ieeexplore.ieee.org/document/5608830","3","10","3"
"classification system","https://medium.com/@saugata.paul1010/ensemble-learning-bagging-boosting-stacking-and-cascading-classifiers-in-machine-learning-9c66cb271674","2","89","41"
"classification system","https://arxiv.org/abs/1901.11459","2","10","3"
"classification system","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"classification system","https://link.springer.com/article/10.1007/s10489-009-0194-7","1","27","4"
"classification system","https://dl.acm.org/citation.cfm?id=743935","1","11","15"
"classifier learns","https://www.researchgate.net/publication/333505093_From_Ensemble_Learning_to_Meta-Analytics_A_Review_on_Trends_in_Business_Applications","3","448","36"
"classifier learns","https://www.researchgate.net/publication/308570078_The_effectiveness_of_homogenous_ensemble_classifiers_for_Turkish_and_English_texts","1","199","28"
"classifier learns","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"suitable combinations","https://www.researchgate.net/publication/283989958_Comparison_of_four_machine_learning_algorithms_for_their_applicability_in_satellite-based_optical_rainfall_retrievals","4","36","69"
"suitable combinations","https://www.researchgate.net/publication/333475025_Creating_dispatching_rules_by_simple_ensemble_combination","2","54","9"
"suitable combinations","http://www.wseas.us/e-library/conferences/athens2004/papers/487-656.rtf","1","2","25"
"suitable combinations","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240814/","1","2","5"
"suitable combinations","https://www.mdpi.com/2072-4292/11/10/1148/htm","1","3","4"
"different source","https://www.semanticscholar.org/paper/A-Comparative-Study-of-Different-Source-Code-and-of-Kumar-Sureka/9998f8e8763bf18aa5eb8c9df897a41d0964cf0d","11","8","20"
"different source","https://arxiv.org/abs/1712.07944","6","2","7"
"different source","https://www.hindawi.com/journals/isrn/2014/901419/","1","171","45"
"different source","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6487914/","1","70","5"
"complementary informations","https://www.researchgate.net/publication/315814546_FusioNet_A_Two-Stream_Convolutional_Neural_Network_for_Urban_Scene_Classification_using_PolSAR_and_Hyperspectral_Data","1","5","13"
"complementary informations","https://inp.univ-amu.fr/en/facilities/pint","1","1","1"
"confidence estimations","https://www.researchgate.net/publication/254585107_Sampling_with_Confidence_Using_k-NN_Confidence_Measures_in_Active_Learning","1","3","13"
"confidence estimations","https://e-nns.org/icann2017/index.php/conference-programme/special-sessions/","1","1","8"
"confidence estimations","https://www.groundai.com/project/cnn-based-cost-volume-analysis-as-confidence-measure-for-dense-matching/1","1","2","4"
"high confidence","https://medium.com/ml-research-lab/ensemble-learning-relation-with-bias-and-variance-431cdc0a3fc9","6","70","18"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning","2","91","9"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning#Introduction","2","91","9"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning#History","2","91","9"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning#Commonly_used_ensemble_learning_algorithms","2","91","9"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning#Ensemble_combination_rules","2","91","9"
"creates replicas","https://www.researchgate.net/publication/242549122_Paxos_Made_Practical","2","2","0"
"creates replicas","http://citeseerx.ist.psu.edu/oai2?verb=ListRecords&resumptionToken=10.1.1.1.8654-3766012-6500-oai_dc","1","7","5"
"creates replicas","http://citeseerx.ist.psu.edu/oai2?verb=ListRecords&resumptionToken=10.1.1.148.4675-3766012-420000-oai_dc","1","2","6"
"creates replicas","http://drrajivdesaimd.com/2016/07/19/internet-of-things-iot/","1","1","4"
"informative training data","https://www.mdpi.com/1099-4300/19/10/520/htm","4","179","14"
"informative training data","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"informative training data","http://www.scholarpedia.org/article/Ensemble_learning#Introduction","1","91","9"
"informative training data","http://www.scholarpedia.org/article/Ensemble_learning#History","1","91","9"
"informative training data","http://www.scholarpedia.org/article/Ensemble_learning#Commonly_used_ensemble_learning_algorithms","1","91","9"
"informative training data","http://www.scholarpedia.org/article/Ensemble_learning#Ensemble_combination_rules","1","91","9"
"consecutive classifier","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"consecutive classifier","https://www.researchgate.net/publication/220499587_Boosting_and_Other_Ensemble_Methods","1","54","5"
"informative subset","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"informative subset","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4664402/","1","58","25"
"informative subset","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5723205/","1","34","8"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning","9","110","42"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_theory","9","110","42"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_size","9","110","42"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning#Common_types_of_ensembles","9","110","42"
"training data","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_learning_applications","9","110","42"
"training data","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","8","96","17"
"training data","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","4","158","25"
"training data","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","4","91","26"
"3. c3","https://www.mdpi.com/2078-2489/10/6/197/htm","1","25","10"
"c2 disagree","https://analyticsindiamag.com/primer-ensemble-learning-bagging-boosting/","3","92","11"
"c2 disagree","https://www.quora.com/Whats-the-difference-between-boosting-and-bagging","2","39","25"
"sample distributions","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0146116","6","172","22"
"sample distributions","https://ieeexplore.ieee.org/document/6384531","2","13","1"
"sample distributions","https://link.springer.com/article/10.1007/s10489-019-01427-2?shared-article-renderer","1","88","16"
"sample distributions","https://www.ncbi.nlm.nih.gov/pubmed/26764911","1","19","1"
"decision trees","https://medium.com/@ml.at.berkeley/machine-learning-crash-course-part-5-decision-trees-and-ensemble-models-dcc5a36af8cd","85","60","24"
"decision trees","https://towardsdatascience.com/ensemble-methods-in-machine-learning-what-are-they-and-why-use-them-68ec3f9fef5f?sa=X&ved=2ahUKEwiEi9644eLmAhUyCqYKHcM8DGUQ9QF6BAgLEAI","18","47","22"
"decision trees","https://towardsdatascience.com/ensemble-methods-in-machine-learning-what-are-they-and-why-use-them-68ec3f9fef5f","18","47","22"
"decision trees","http://scikit-learn.org/stable/modules/ensemble.html","13","281","8"
"decision trees","https://towardsdatascience.com/decision-tree-ensembles-bagging-and-boosting-266a8ba60fd9","10","19","11"
"decision trees","https://en.wikipedia.org/wiki/Ensemble_learning","7","110","42"
"decision trees","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","2","91","26"
"random variables","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","2","120","21"
"random variables","https://en.wikipedia.org/wiki/Random_forest","2","12","27"
"random variables","https://www.statworx.com/ch/blog/ensemble-methods-in-machine-learning-bagging-subagging/","2","19","16"
"decorate","http://www.cs.utsa.edu/~jruan/teaching/CS6243_spring_2012/ensembles.ppt","36","147","29"
"decorate","https://algorithmia.com/algorithms/weka/Decorate","28","4","4"
"decorate","http://u.cs.biu.ac.il/~koppel/ML2012/Ensemble%20Methods.ppt","5","5","2"
"diverse ensemble creation","https://dl.acm.org/citation.cfm?id=1195442","1","10","4"
"artificial training examples","http://www.cs.utsa.edu/~jruan/teaching/CS6243_spring_2012/ensembles.ppt","7","147","29"
"artificial training examples","http://dl.acm.org/citation.cfm?id=1630659.1630734","6","14","15"
"artificial training examples","https://link.springer.com/chapter/10.1007/978-3-642-28765-7_15","1","22","10"
"artificial examples","http://www.cs.utsa.edu/~jruan/teaching/CS6243_spring_2012/ensembles.ppt","9","147","29"
"artificial examples","http://u.cs.biu.ac.il/~koppel/ML2012/Ensemble%20Methods.ppt","3","5","2"
"diverse ensembles","https://dl.acm.org/citation.cfm?id=1015385","6","1","17"
"combining","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","10","120","21"
"combining","https://blog.statsbot.co/ensemble-learning-d1dcd548e936?sa=X&ved=2ahUKEwi72uP44uLmAhWyyYsBHesNDtoQ9QF6BAgLEAI","9","91","26"
"combining","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","9","91","26"
"combining","https://www.datacamp.com/community/tutorials/ensemble-learning-python","6","144","27"
"combining","https://en.wikipedia.org/wiki/Ensemble_learning","6","110","42"
"combining","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","5","158","25"
"combining","https://towardsdatascience.com/two-is-better-than-one-ensembling-models-611ee4fa9bd8","2","22","5"
"combining","https://www.toptal.com/machine-learning/ensemble-methods-machine-learning","1","34","25"
