"Label","URL"," Label Weight","Esemble Weight","ML Weight"
"bootstrap sample","https://www.coursera.org/lecture/machine-learning-applications-big-data/bootstrap-bagging-dv4Oi","4","33","70"
"bootstrap sample","https://nititek.wordpress.com/2013/12/10/bootstrapping/","4","11","4"
"bootstrap sample","https://en.wikipedia.org/wiki/Bootstrap_aggregating","1","9","21"
"bootstrap sample","https://en.wikipedia.org/wiki/Bootstrap_aggregating#Description_of_the_technique","1","9","21"
"bootstrap sample","https://en.wikipedia.org/wiki/Bootstrap_aggregating#Example:_Ozone_data","1","9","21"
"bootstrap sample","https://bradleyboehmke.github.io/HOML/bagging.html","1","10","15"
"random sample","https://medium.com/ml-research-lab/bagging-ensemble-meta-algorithm-for-reducing-variance-c98fffa5489f","2","55","10"
"random sample","https://towardsdatascience.com/random-forest-and-its-implementation-71824ced454f","2","29","18"
"random sample","https://towardsdatascience.com/decision-tree-ensembles-bagging-and-boosting-266a8ba60fd9","2","19","11"
"random sample","https://en.wikipedia.org/wiki/Random_forest","1","12","27"
"data drain","https://www.jpinfotech.org/category/projects-2018/page/28/?paged=27","1","1","2"
"data drain","http://citeseerx.ist.psu.edu/oai2?verb=ListRecords&resumptionToken=10.1.1.105.893-3766012-63000-oai_dc","1","2","0"
"divide","http://ieeexplore.ieee.org/document/8194855/","15","18","1"
"divide","http://www.scholarpedia.org/article/Ensemble_learning","5","91","9"
"divide","https://www.analyticsvidhya.com/blog/2017/02/40-questions-to-ask-a-data-scientist-on-ensemble-modeling-techniques-skilltest-solution/","2","171","27"
"divide","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","2","96","17"
"divide","http://www.jeannjoroge.com/Increasing-classificationg-accuracy-with-ensemble-learning/","2","22","7"
"divide","https://en.wikipedia.org/wiki/Ensemble_learning","1","110","42"
"decision boundary","https://stackoverflow.com/questions/55675917/how-is-decision-boundary-for-ensemble-methods-decision-tree-generated-in-machine","6","18","6"
"decision boundary","http://www.scholarpedia.org/article/Ensemble_learning","5","91","9"
"decision boundary","https://stxnext.com/blog/2018/09/04/machine-learning-ensemble-models-python/","4","34","17"
"decision boundary","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","2","91","26"
"decision boundary","http://scikit-learn.org/stable/modules/ensemble.html","1","281","8"
"decision boundary","https://dzone.com/articles/ensemble-learning-to-improve-machine-learning-resu","1","67","29"
"certain problems","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-5-136","7","63","22"
"certain problems","http://www.d.umn.edu/~rmaclin/cs8751/Notes/Ensemble.ppt","4","43","2"
"certain problems","https://towardsdatascience.com/automl-a-tool-to-improve-your-workflow-1a132248371f","2","15","25"
"certain problems","https://www.scirp.org/html/3-1730321_65014.htm","1","135","21"
"certain problems","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"classification system","https://ieeexplore.ieee.org/document/5608830","3","10","3"
"classification system","https://medium.com/@saugata.paul1010/ensemble-learning-bagging-boosting-stacking-and-cascading-classifiers-in-machine-learning-9c66cb271674","2","89","41"
"classification system","https://link.springer.com/article/10.1007/s10489-009-0194-7","2","48","11"
"classification system","https://arxiv.org/abs/1901.11459","2","10","3"
"classification system","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"classification system","https://dl.acm.org/citation.cfm?id=743935","1","11","15"
"divide","http://ieeexplore.ieee.org/document/8194855/","15","18","1"
"divide","http://www.scholarpedia.org/article/Ensemble_learning","5","91","9"
"divide","https://www.analyticsvidhya.com/blog/2017/02/40-questions-to-ask-a-data-scientist-on-ensemble-modeling-techniques-skilltest-solution/","2","171","27"
"divide","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","2","96","17"
"divide","http://www.jeannjoroge.com/Increasing-classificationg-accuracy-with-ensemble-learning/","2","22","7"
"divide","https://en.wikipedia.org/wiki/Ensemble_learning","1","110","42"
"classifier learns","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"classifier learns","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4386643/","1","78","9"
"simpler partitions","https://towardsdatascience.com/classifying-hate-speech-an-overview-d307356b9eba","2","10","27"
"simpler partitions","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"simpler partitions","https://www.slideshare.net/farzadfarahani/multiple-classifier-systems-41198001","1","73","2"
"data","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","389","158","25"
"data","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","127","91","26"
"data","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","120","96","17"
"data","https://towardsdatascience.com/ensemble-methods-in-machine-learning-what-are-they-and-why-use-them-68ec3f9fef5f","106","47","22"
"data","https://en.wikipedia.org/wiki/Ensemble_learning","84","110","42"
"data","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_theory","84","110","42"
"data","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_size","84","110","42"
"data","https://en.wikipedia.org/wiki/Ensemble_learning#Common_types_of_ensembles","84","110","42"
"data","https://en.wikipedia.org/wiki/Ensemble_learning#Ensemble_learning_applications","84","110","42"
"data","https://www.kdnuggets.com/2019/09/ensemble-learning.html","69","54","16"
"suitable combination","https://link.springer.com/article/10.1007/s10618-019-00638-y","1","121","16"
"suitable combination","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"suitable combination","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6885261/","1","59","17"
"suitable combination","http://users.rowan.edu/~polikar/ensemble.html","1","37","3"
"suitable combination","http://talks.cam.ac.uk/talk/index/117139","1","3","4"
"different sources","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"different sources","https://iq.opengenus.org/ensemble-methods-machine-learning/","1","47","22"
"different sources","https://stackoverflow.com/questions/7289521/supervised-learning-with-multiple-sources-of-training-data","1","1","6"
