"Label","URL"," Label Weight","Esemble Weight","ML Weight"
"multiple learning machines","https://link.springer.com/10.1007%2F978-0-387-30164-8_252","4","21","12"
"multiple learning machines","https://www.hindawi.com/journals/complexity/2019/5353296/","1","61","10"
"multiple learning machines","http://www.scholarpedia.org/article/User:Ke_CHEN/Proposed/Negatively_Correlated_Ensemble_Learning","1","57","4"
"multiple learning machines","https://www.researchgate.net/publication/302896789_Ensemble_Learning","0","0","0"
"multiple learning machines","https://www.researchgate.net/publication/282050130_Mining_of_Training_Samples_for_Multiple_Learning_Machines_in_Computer-Aided_Detection_of_Lesions_in_CT_Images","0","0","0"
"multiple learning machines","https://onlinelibrary.wiley.com/doi/abs/10.1111/coin.12099","0","0","0"
"multiple learning machines","https://www.computer.org/csdl/journal/tk/2010/12/ttk2010121738/13rRUwInvJF","0","0","0"
"combining","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","10","120","21"
"combining","https://blog.statsbot.co/ensemble-learning-d1dcd548e936?sa=X&ved=2ahUKEwiq_JHItMbmAhWpyIsBHSeVDmcQ9QF6BAgLEAI","9","91","26"
"combining","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","9","91","26"
"combining","https://www.datacamp.com/community/tutorials/ensemble-learning-python","6","144","27"
"combining","https://en.wikipedia.org/wiki/Ensemble_learning","6","110","42"
"combining","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","5","158","25"
"combining","https://towardsdatascience.com/two-is-better-than-one-ensembling-models-611ee4fa9bd8","2","22","5"
"combining","https://www.oreilly.com/library/view/ensemble-machine-learning/9781788392716/","1","61","12"
"combining","https://www.toptal.com/machine-learning/ensemble-methods-machine-learning","1","34","26"
"combining","https://machinelearningmastery.com/ensemble-methods-for-deep-learning-neural-networks/","0","0","0"
"different source","https://www.semanticscholar.org/paper/A-Comparative-Study-of-Different-Source-Code-and-of-Kumar-Sureka/9998f8e8763bf18aa5eb8c9df897a41d0964cf0d","11","8","20"
"different source","https://arxiv.org/abs/1712.07944","6","2","7"
"different source","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6487914/","1","70","5"
"different source","https://www.researchgate.net/publication/335584352_Multi-source_ensemble_transfer_approach_for_medical_text_auxiliary_diagnosis","0","0","0"
"different source","https://www.computer.org/csdl/journal/tk/2010/12/ttk2010121664/13rRUxjyX4q","0","0","0"
"different source","https://www.mdpi.com/2072-4292/11/7/886/pdf-vor","0","0","0"
"final goat","http://www.williamkent.com/ogale/ogale/Pleadings/ebook/download-Il-signore-delle-mosche-1980/","1","3","30"
"final goat","http://www.casebanklaw.com/scripts/books.php?q=book-%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%BE-%D0%BF%D0%B5%D0%B4%D0%B0%D0%B3%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5-%D1%81%D0%BE%D0%BF%D1%80%D0%BE%D0%B2%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D1%8F-%D0%B8%D0%BD%D1%82%D0%B5%D0%BB%D0%BB%D0%B5%D0%BA%D1%82%D1%83%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE-%D0%BE%D0%B4%D0%B0%D1%80%D0%B5%D0%BD%D0%BD%D1%8B%D1%85-%D0%B4%D0%B5%D1%82%D0%B5%D0%B9%D0%B4%D0%B8%D1%81%D1%81%D0%B5%D1%80%D1%82%D0%B0%D1%86%D0%B8%D1%8F-2004/","1","4","28"
"final goat","http://www.williamkent.com/ogale/ogale/Pleadings/ebook/download-multimedia-storage-and-retrieval-an-algorithmic-approach/","1","3","25"
"final goat","http://www.casebanklaw.com/scripts/books.php?q=creative-writing-the-easy-way/","1","3","24"
"final goat","http://getraenke-geissel.de/pdf.php?q=ebook-studies-in-the-philosophy-of-kierkegaard-1976/","1","1","1"
"final goat","http://pharmaceutist.unilabiated.com/2605335826","0","0","0"
"final goat","http://belatedness.cassabully.com/5704170784","0","0","0"
"final goat","https://trackpost.online/topic/scu","0","1","1"
"final goat","http://216.194.82.200/8183195295","0","0","0"
"final goat","http://mahya.een.visno.space/eaAoef19XnwwY/","0","0","0"
"informative training data","https://www.mdpi.com/1099-4300/19/10/520/htm","4","179","14"
"informative training data","https://medium.com/walmartlabs/active-learning-select-training-data-for-conversational-ai-systems-nlu-from-logs-308c3d2e0f7a","2","2","12"
"informative training data","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"informative training data","https://arxiv.org/pdf/1906.01160","1","0","0"
"informative training data","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.391.4893&rep=rep1&type=pdf","0","0","0"
"informative training data","https://www.sciencedirect.com/science/article/pii/S1532046415000064","0","0","0"
"high confidence","https://medium.com/ml-research-lab/ensemble-learning-relation-with-bias-and-variance-431cdc0a3fc9","6","70","18"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning#Ensemble_combination_rules","2","91","9"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning","2","91","9"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning#Introduction","2","91","9"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning#History","2","91","9"
"high confidence","http://www.scholarpedia.org/article/Ensemble_learning#Commonly_used_ensemble_learning_algorithms","2","91","9"
"high confidence","https://arxiv.org/pdf/1704.01664","0","3","0"
"high confidence","https://www.aaai.org/ocs/index.php/WS/AAAIW16/paper/download/12590/12403","0","2","0"
"iteration- 3weak classifiers 1. classifiers c1","https://machinelearningmastery.com/boosting-and-adaboost-for-machine-learning/","0","0","0"
"iteration- 3weak classifiers 1. classifiers c1","https://etd.ohiolink.edu/!etd.send_file?accession=wright1453001665&disposition=inline","0","0","0"
"iteration- 3weak classifiers 1. classifiers c1","https://www.analyticsvidhya.com/blog/2017/02/40-questions-to-ask-a-data-scientist-on-ensemble-modeling-techniques-skilltest-solution/","0","171","27"
"direuse models 3.","https://wailymintakas.best/?unrepined=rlo-uskmgq.6470","0","0","0"
"direuse models 3.","http://doyrarittihea.linkpc.net/2316.html","0","0","0"
"direuse models 3.","http://www.casebanklaw.com/scripts/books.php?q=separate-peoples-one-land-the-minds-of-cherokees-blacks-and-whites-on-the-tennessee-frontier-2007/","0","7","22"
"direuse models 3.","http://nc-cm.org/Pro26Tech/pdf/Remarks-on-the-Quantum-Theory-of-Diffraction-1927/","0","2","4"
"direuse models 3.","http://mbca-lasvegas.org/scripts/ebook/download-applications-of-metaheuristics-in-process-engineering.html","0","1","2"
"direuse models 3.","http://nc-cm.org/flash/flash/book/ebook-digital-signal-and-image-processing-2003/","0","2","1"
"direuse models 3.","http://iafflocal93.org/library/download-needs-and-moral-necessity-routledge-studies-in-ethics-and-moral-theory-2007.php","0","1","1"
"direuse models 3.","http://rites.sofi.maraos.pw/ImJUde0xcmWv8/","0","0","0"
"overall model selection","http://docplayer.net/56041047-Package-cvst-august-29-2016.html","2","8","46"
"overall model selection","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.131.7167&rep=rep1&type=pdf","0","0","0"
"overall model selection","https://arxiv.org/pdf/1209.0127","0","1","0"
"overall model selection","https://www.researchgate.net/publication/230779449_Autoregressive_short-term_prediction_of_turning_points_using_supportvector_regression","0","0","0"
"data fusion data/informations fusion","https://www.researchgate.net/publication/271940761_Data_fusion_and_classifier_ensemble_techniques_for_vegetation_mapping_in_the_coastal_Everglades","0","0","0"
"data fusion data/informations fusion","https://www.researchgate.net/publication/233868964_Machine_learning_methods_in_data_fusion_systems","0","0","0"
"data fusion data/informations fusion","https://www.tandfonline.com/doi/abs/10.1080/10106049.2012.756940","0","14","1"
"data fusion data/informations fusion","https://iopscience.iop.org/article/10.1088/0964-1726/19/4/045009","0","0","0"
"data fusion data/informations fusion","https://www.mdpi.com/2072-4292/11/7/886/pdf-vor","0","0","0"
"cross valiation 2.","https://www.researchgate.net/topic/Cross-Validation/2","0","0","0"
"cross valiation 2.","https://arxiv.org/pdf/1604.02123","0","0","0"
"cross valiation 2.","https://en.wikipedia.org/wiki/Cross-validation_(statistics)","0","2","7"
"cross valiation 2.","https://stats.stackexchange.com/questions/200335/speed-up-optimization-in-k-fold-cross-validation?rq=1","0","2","4"
"cross valiation 2.","https://livebook.manning.com/book/real-world-machine-learning/chapter-4/","0","0","4"
"cross valiation 2.","http://scholarworks.sjsu.edu/cgi/viewcontent.cgi?article=1618&context=etd_projects","0","1","2"
"cross valiation 2.","https://www.researchgate.net/post/should_oversampling_be_done_before_or_within_cross-validation","0","0","0"
"suitable combinations","http://www.wseas.us/e-library/conferences/athens2004/papers/487-656.rtf","1","2","25"
"suitable combinations","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4342225/","1","2","8"
"suitable combinations","https://www.mdpi.com/2072-4292/11/10/1148/htm","1","3","4"
"suitable combinations","https://www.researchgate.net/publication/333475025_Creating_dispatching_rules_by_simple_ensemble_combination","0","0","0"
"suitable combinations","https://www.sciencedirect.com/science/article/pii/S0034425713003945","0","0","0"
"suitable combinations","https://softwareengineeringdaily.com/2019/05/15/introduction-to-automated-machine-learning-automl/","0","0","0"
"individual predictions","https://towardsdatascience.com/ensemble-learning-and-model-interpretability-a-case-study-95141d75a96c","4","36","19"
"individual predictions","https://medium.com/datadriveninvestor/ensemble-strategy-in-machine-learning-to-surpass-any-single-model-a75a92c3f1f0","2","27","16"
"individual predictions","http://scikit-learn.org/stable/modules/ensemble.html","1","281","8"
"individual predictions","https://www.kdnuggets.com/2019/01/ensemble-learning-5-main-approaches.html","1","34","22"
"individual predictions","https://link.springer.com/10.1007%2F978-0-387-30164-8_252","1","21","12"
"individual predictions","https://www.researchgate.net/publication/298606994_Ensemble_methods_in_machine_learning","0","0","0"
"individual predictions","https://arxiv.org/pdf/1807.01619","0","0","0"
"size use","http://www.authorstream.com/Presentation/KaganLean-1488291-ensemble-learning-wisdom-crowds-machines/","1","130","21"
"size use","https://www.researchgate.net/publication/325205316_Assessment_of_Machine_Learning_Algorithms_for_Automatic_Benthic_Cover_Monitoring_and_Mapping_Using_Towed_Underwater_Video_Camera_and_High-Resolution_Satellite_Images","0","0","0"
"size use","https://machinelearningmastery.com/time-series-prediction-lstm-recurrent-neural-networks-python-keras/","0","0","0"
"size use","https://pro.arcgis.com/en/pro-app/tool-reference/spatial-statistics/forestbasedclassificationregression.htm","0","3","6"
"size use","https://github.com/dontless/Machine-Learning-Foundations-A-Case-Study-Approach/blob/master/README.md","0","1","6"
"size use","https://www.kaggle.com/c/human-protein-atlas-image-classification/discussion/76303","0","0","1"
"individual committee menter","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.95.5853&rep=rep1&type=pdf","0","0","0"
"individual committee menter","https://vtechworks.lib.vt.edu/bitstream/handle/10919/51667/King_MA_D_2015.pdf?sequence=1","0","0","0"
"individual committee menter","https://www.packtpub.com/big-data-and-business-intelligence/ensemble-machine-learning-cookbook","0","99","73"
"individual committee menter","https://www.springboard.com/blog/machine-learning-interview-questions/","0","5","98"
"individual committee menter","https://clinicalepigeneticsjournal.biomedcentral.com/track/pdf/10.1186/s13148-018-0591-z","0","3","5"
"individual committee menter","https://www.mdpi.com/2220-9964/8/1/13/pdf","0","0","0"
"individual committee menter","https://arxiv.org/pdf/1611.05438","0","0","0"
"3. c3","https://www.researchgate.net/publication/272666607_Multi-Sensor_Ensemble_Classifier_for_Activity_Recognition","0","0","0"
"3. c3","https://www.researchgate.net/publication/328002831_Advanced_Ensemble_Adversarial_Example_on_Unknown_Deep_Neural_Network_Classifiers","0","0","0"
"3. c3","http://syllabus.cs.manchester.ac.uk/ugt/2017/COMP24111/materials/slides/Hierarchical.ppt","0","17","28"
"3. c3","https://www.mdpi.com/2078-2489/10/6/197/pdf-vor","0","0","0"
"3. c3","https://arxiv.org/pdf/1901.10758","0","0","0"
"simpler partitions data fusions","https://dl.acm.org/citation.cfm?id=743935","0","0","0"
"simpler partitions data fusions","https://www.sciencedirect.com/topics/computer-science/majority-voting","0","0","0"
"simpler partitions data fusions","https://www.cs.utah.edu/~piyush/teaching/ensemble_sdm10.ppt","0","107","17"
"simpler partitions data fusions","http://www.scholarpedia.org/article/Ensemble_learning#Ensemble_combination_rules","0","91","9"
"simpler partitions data fusions","http://www.scholarpedia.org/article/Ensemble_learning","0","91","9"
"simpler partitions data fusions","http://www.scholarpedia.org/article/Ensemble_learning#Introduction","0","91","9"
"simpler partitions data fusions","http://www.scholarpedia.org/article/Ensemble_learning#History","0","91","9"
"simpler partitions data fusions","http://www.scholarpedia.org/article/Ensemble_learning#Commonly_used_ensemble_learning_algorithms","0","91","9"
"simpler partitions data fusions","https://www.researchgate.net/publication/332948625_Vertical_and_Horizontal_Data_Partitioning_for_Classifier_Ensemble_Learning","0","0","0"
"high esemble learning algorithms 1. bagging/bootstrap","https://machinelearningmastery.com/ensemble-machine-learning-algorithms-python-scikit-learn/","0","0","0"
"high esemble learning algorithms 1. bagging/bootstrap","https://www.researchgate.net/publication/283056201_Improving_Ensemble_Decision_Tree_Performance_Using_Adaboost_and_Bagging","0","0","0"
"high esemble learning algorithms 1. bagging/bootstrap","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","0","120","21"
"high esemble learning algorithms 1. bagging/bootstrap","https://www.science.gov/topicpages/b/bagged+decision+trees","0","24","49"
"high esemble learning algorithms 1. bagging/bootstrap","http://kseow.com/ensemblemethods/","0","11","2"
"high esemble learning algorithms 1. bagging/bootstrap","http://sportsmassage1200.com/zj5z/80z65m.php?iug=random-forest-tutorial","0","0","0"
"high esemble learning algorithms 1. bagging/bootstrap","http://talimi.se/ml/","0","0","0"
"numbers class labels posterior probabilities rankings clusterings etc","https://machinelearningmastery.com/a-tour-of-machine-learning-algorithms/","0","0","0"
"numbers class labels posterior probabilities rankings clusterings etc","https://arxiv.org/pdf/1708.08591","0","0","0"
"numbers class labels posterior probabilities rankings clusterings etc","https://www.cs.utah.edu/~piyush/teaching/ensemble_sdm10.ppt","0","107","17"
"numbers class labels posterior probabilities rankings clusterings etc","https://www.analyticsvidhya.com/blog/2017/09/common-machine-learning-algorithms/","0","2","55"
"numbers class labels posterior probabilities rankings clusterings etc","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-427","0","86","23"
"numbers class labels posterior probabilities rankings clusterings etc","https://tel.archives-ouvertes.fr/tel-01736344/document","0","1","0"
"classifiers training errors random forests","https://machinelearningmastery.com/bagging-and-random-forest-ensemble-algorithms-for-machine-learning/","0","0","0"
"classifiers training errors random forests","https://sebastianraschka.com/faq/docs/bagging-boosting-rf.html","0","0","0"
"classifiers training errors random forests","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","0","91","26"
"classifiers training errors random forests","http://scikit-learn.org/stable/modules/ensemble.html","0","281","8"
"classifiers training errors random forests","https://towardsdatascience.com/basic-ensemble-learning-random-forest-adaboost-gradient-boosting-step-by-step-explained-95d49d1e2725","0","62","5"
"classifiers training errors random forests","https://blog.citizennet.com/blog/2012/11/10/random-forests-ensembles-and-performance-metrics","0","12","3"
"classifiers training errors random forests","https://machinelearningmastery.com/use-ensemble-machine-learning-algorithms-weka/","0","0","0"
"sample distributions","https://www.semanticscholar.org/paper/Ensemble-predictions-%3A-empirical-studies-on-and-Liang/df8c4b04ad34c3ba09e19cbf1a79f375e7c4b4c7","11","95","10"
"sample distributions","https://opus.lib.uts.edu.au/handle/10453/28019","6","18","6"
"sample distributions","https://ieeexplore.ieee.org/document/6384531","2","13","1"
"sample distributions","https://www.ncbi.nlm.nih.gov/pubmed/26764911","1","19","1"
"sample distributions","https://www.researchgate.net/publication/260707484_Hierarchical_Sampling_for_Multi-Instance_Ensemble_Learning","0","0","0"
"sample distributions","https://www.computer.org/csdl/journal/tk/2009/09/ttk2009091263/13rRUwIF69B","0","0","0"
"sample distributions","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0146116&type=printable","0","2","0"
"sample distributions","https://arxiv.org/pdf/1801.00753","0","1","0"
"esemble decision","https://link.springer.com/chapter/10.1007/978-3-642-20841-6_26","0","15","5"
"esemble decision","https://www.sciencedirect.com/science/article/pii/S2210832717300273","0","0","0"
"esemble decision","https://towardsdatascience.com/overview-ensemble-learning-made-simple-d4ac0d13cb96","0","73","15"
"esemble decision","https://towardsdatascience.com/decision-tree-ensembles-bagging-and-boosting-266a8ba60fd9","0","19","11"
"esemble decision","http://www.scholarpedia.org/article/Ensemble_learning","0","91","9"
"esemble decision","https://link.springer.com/article/10.1007/s11276-018-01906-3","0","49","6"
"subset database","http://dl.acm.org/citation.cfm?id=1066734","0","0","0"
"subset database","https://www.spiedigitallibrary.org/proceedings/Download?fullDOI=10.1117%2F12.2502010","0","0","0"
"subset database","https://www.slideshare.net/rguha/cheminformatics-in-r","0","1","1"
"subset database","https://arxiv.org/pdf/1501.02555","0","0","0"
"different bootstrap samples","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","4","120","21"
"different bootstrap samples","https://www.nature.com/articles/nmeth.4438?draft=collection","4","19","4"
"different bootstrap samples","https://bradleyboehmke.github.io/HOML/bagging.html","3","10","15"
"different bootstrap samples","https://www.kaggle.com/kashnitsky/topic-5-ensembles-part-1-bagging","2","18","6"
"different bootstrap samples","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2933716/","1","76","6"
"different bootstrap samples","https://www.statworx.com/ch/blog/ensemble-methods-in-machine-learning-bagging-subagging/","1","19","16"
"different bootstrap samples","https://mlcourse.ai/articles/topic5-part1-bagging/","1","9","3"
"different bootstrap samples","https://community.fico.com/s/news/analytic-techniques-ensemble-modeling-20Y2E000000D2gTUAS","0","0","0"
"different bootstrap samples","https://www.cambridge.org/core/product/35208C951489E273869260022825E346/core-reader","0","93","122"
"data sample data quantity","https://www.kdnuggets.com/2016/11/data-science-basics-intro-ensemble-learners.html","0","27","11"
"data sample data quantity","https://machinelearningmastery.com/bagging-and-random-forest-ensemble-algorithms-for-machine-learning/","0","0","0"
"data sample data quantity","https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/","0","158","25"
"data sample data quantity","https://towardsdatascience.com/simple-guide-for-ensemble-learning-methods-d87cc68705a2","0","96","17"
"data sample data quantity","https://towardsdatascience.com/overview-ensemble-learning-made-simple-d4ac0d13cb96","0","73","15"
"data sample data quantity","https://www.analyticsvidhya.com/blog/2017/02/introduction-to-ensembling-along-with-implementation-in-r/","0","72","38"
"data sample data quantity","https://www.datacamp.com/community/tutorials/ensemble-learning-python","0","144","27"
"data sample data quantity","https://blog.statsbot.co/ensemble-learning-d1dcd548e936","0","91","26"
"data sample data quantity","https://heartbeat.fritz.ai/ensemble-learning-techniques-demystified-e57ee5714996","0","71","32"
"data sample data quantity","https://www.toptal.com/machine-learning/ensemble-methods-machine-learning","0","34","25"
"multicates classification","https://www.researchgate.net/publication/279834535_Ensemble_learning_methods_for_decision_making_Status_and_future_prospects","0","0","0"
"train validity test","https://machinelearningmastery.com/how-to-create-a-random-split-cross-validation-and-bagging-ensemble-for-deep-learning-in-keras/","0","0","0"
"train validity test","https://machinelearningmastery.com/train-final-machine-learning-model/","0","0","0"
"train validity test","https://www.analyticsvidhya.com/blog/2017/02/40-questions-to-ask-a-data-scientist-on-ensemble-modeling-techniques-skilltest-solution/","0","171","27"
"train validity test","http://www.ritchieng.com/machine-learning-cross-validation/","0","2","18"
"train validity test","https://stxnext.com/blog/2018/09/04/machine-learning-ensemble-models-python/","0","34","17"
"train validity test","https://towardsdatascience.com/a-comprehensive-machine-learning-workflow-with-multiple-modelling-using-caret-and-caretensemble-in-fcbf6d80b5f2","0","14","34"
"train validity test","https://towardsdatascience.com/ensemble-methods-bagging-boosting-and-stacking-c9214a10a205","0","120","21"
"train validity test","https://www.toptal.com/machine-learning/ensemble-methods-machine-learning","0","34","26"
"train validity test","http://docs.h2o.ai/h2o/latest-stable/h2o-docs/automl.html","0","10","13"
"train validity test","http://blog.kaggle.com/2016/12/27/a-kagglers-guide-to-model-stacking-in-practice/","0","0","13"
"confidence estimations","https://e-nns.org/icann2017/index.php/conference-programme/special-sessions/","1","1","8"
"confidence estimations","https://arxiv.org/pdf/1805.10982","0","0","0"
"confidence estimations","https://arxiv.org/pdf/1711.01468","0","0","0"
"confidence estimations","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.65.9584&rep=rep1&type=pdf","0","0","0"
"confidence estimations","https://www.researchgate.net/publication/333207440_CNN-based_Cost_Volume_Analysis_as_Confidence_Measure_for_Dense_Matching","0","0","0"
"confidence estimations","https://openreview.net/pdf?id=BJeB5hVtvB","0","0","0"
"decision makers","https://mlwave.com/human-ensemble-learning/","3","44","11"
"decision makers","https://link.springer.com/10.1007%2F978-0-387-30164-8_252","1","21","12"
"decision makers","https://www.researchgate.net/publication/3432431_Polikar_R_Ensemble_based_systems_in_decision_making_IEEE_Circuit_Syst_Mag_6_21-45","0","0","0"
"decision makers","https://insidebigdata.com/2014/12/18/ask-data-scientist-ensemble-methods/","0","0","0"
"decision makers","https://arxiv.org/pdf/1706.10208","0","3","0"
"decision makers","https://www.researchgate.net/publication/296342438_Ensemble_machine_learning_Methods_and_applications","0","0","0"
"complementary informations","https://tel.archives-ouvertes.fr/tel-02045873/document","0","0","0"
"complementary informations","http://biorxiv.org/cgi/reprint/139287v3","0","0","0"
"complementary informations","https://dl.acm.org/citation.cfm?id=1819129","0","0","0"
"complementary informations","https://www.researchgate.net/publication/315814546_FusioNet_A_Two-Stream_Convolutional_Neural_Network_for_Urban_Scene_Classification_using_PolSAR_and_Hyperspectral_Data","0","0","0"
"complementary informations","https://www.researchgate.net/publication/332300937_Unsupervised_Domain_Adaptation_for_Multispectral_Pedestrian_Detection","0","0","0"
"complementary informations","https://arxiv.org/pdf/1904.03692","0","0","0"
"possible decision","https://www.slideshare.net/abhishekvijayvargia/decision-tree-softmax-regression-and-ensemble-methods-in-machine-learning","2","309","53"
"possible decision","https://www.hackerearth.com/practice/machine-learning/machine-learning-algorithms/ml-decision-tree/tutorial/","1","1","33"
"possible decision","https://ieeexplore.ieee.org/document/7340924/","1","17","5"
"possible decision","https://www.researchgate.net/publication/279834535_Ensemble_learning_methods_for_decision_making_Status_and_future_prospects","0","0","0"
"possible decision","https://www.sciencedirect.com/topics/computer-science/ensemble-learning","0","1","0"
"possible decision","https://link.springer.com/10.1007%2F978-0-387-30164-8_252","0","21","12"
"informative subset","http://www.scholarpedia.org/article/Ensemble_learning","1","91","9"
"informative subset","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4664402/","1","58","25"
"informative subset","https://www.analyticsvidhya.com/blog/2016/09/40-interview-questions-asked-at-startups-in-machine-learning-data-science/","1","3","62"
"informative subset","https://www.dataversity.net/data-dimensionality-reduction-in-the-age-of-machine-learning/","1","4","17"
"informative subset","https://www.researchgate.net/publication/274698677_Selective_Neural_Network_Ensembles_in_Reinforcement_Learning_Taking_the_advantage_of_many_agents","0","0","0"
"informative subset","https://www.researchgate.net/publication/265612548_Selective_Neural_Network_Ensembles_in_Reinforcement_Learning","0","0","0"
"informative subset","https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1060&context=cs_diss","0","4","0"
"informative subset","https://www.sciencedirect.com/science/article/abs/pii/S0925231215003598","0","0","0"
"high cnfidence","https://arxiv.org/pdf/1704.01664","0","3","0"
"high cnfidence","https://www.aaai.org/ocs/index.php/WS/AAAIW16/paper/download/12590/12403","0","2","0"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning","0","91","9"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning#Introduction","0","91","9"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning#History","0","91","9"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning#Commonly_used_ensemble_learning_algorithms","0","91","9"
"high cnfidence","http://www.scholarpedia.org/article/Ensemble_learning#Ensemble_combination_rules","0","91","9"
"high cnfidence","https://medium.com/ml-research-lab/ensemble-learning-relation-with-bias-and-variance-431cdc0a3fc9","0","70","18"
"classifier lobe","https://dl.acm.org/citation.cfm?id=2064223","0","0","0"
"classifier lobe","https://www.researchgate.net/publication/273668112_Classification_of_Electroencephlography_EEG_Alcoholic_and_Control_Subjects_using_Machine_Learning_Ensemble_Methods","0","0","0"
"classifier lobe","https://www.academia.edu/11667568/Classification_of_Electroencephlography_EEG_Alcoholic_and_Control_Subjects_using_Machine_Learning_Ensemble_Methods","0","8","11"
"classifier lobe","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4172935/","0","31","9"
"classifier lobe","https://www.ncbi.nlm.nih.gov/pubmed/29075561","0","1","11"
"classifier lobe","https://ieeexplore.ieee.org/document/8389033/","0","8","2"
"classifier lobe","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0062819","0","4","47"
"classifier lobe","https://www.frontiersin.org/articles/251654","0","1","25"
"ensemble members 1. majority","https://www.analyticsvidhya.com/blog/2015/09/questions-ensemble-modeling/","0","114","18"
